last_price,total_area,bedrooms,ceiling_height,floors_total,living_area,floor,bike_parking,studio,open_plan,kitchen_area,balcony,airports_nearest,cityCenters_nearest
83000,42.1,2,2.5,5,26.9,3,0,0,0,6,1,11780,10166
89980,44.3,2,2.5,5,27.42,5,0,0,0,6.93,0,22622,13237
95600,52,2,2.56,10,29,6,0,0,0,8,0,29493,10708
69800,33,1,2.8,10,16,6,0,0,0,10,2,21928,17256
142000,69,2,3,16,43.6,10,0,0,0,10.8,0,25740,14951
148000,74.2,3,3,5,53.3,2,0,0,0,8,0,40900,9592
63000,30,1,2.6,9,16,2,0,0,0,7,0,17987,11785
71000,32.6,1,2.5,9,17.9,8,0,0,0,6.3,0,15668,10912
206000,63.4,2,2.74,23,36.3,22,0,0,0,12.5,0,18695,16268
180000,72.6,2,2.9,5,43.2,4,0,0,0,11.4,0,22794,1645
80000,30.4,1,2.5,16,17.1,5,0,0,0,10.3,0,12738,12824
124000,75,3,2.65,12,45,4,0,0,0,10,2,47877,15971
83000,36,1,2.75,19,16,12,0,0,0,10,1,18881,17734
150000,76,3,2.5,9,45.8,7,0,0,0,9.7,0,13102,15693
67000,31,1,2.6,7,17.2,4,0,0,0,6,0,42049,14554
78000,46,2,2.5,9,30,1,0,0,0,8,0,16944,15946
64000,31.9,1,2.53,12,16.9,3,0,0,0,7.1,2,33010,10565
69800,34.5,1,2.54,10,17.6,2,0,0,0,7.7,0,34018,14320
87000,45,2,2.5,9,27,7,0,0,0,6.4,0,47576,16518
175100.28,86.6,3,2.7,11,48.6,7,0,0,0,11.8,0,23609,5299
107000,57.2,3,2.57,10,39.1,8,0,0,0,6.2,0,36209,13123
85700,38.32,1,2.64,24,15.31,24,0,0,0,8.96,2,17682,16478
139800,47,1,2.8,8,18,2,0,0,0,18,0,27106,5954
109000,45.3,1,2.7,24,18.2,15,0,0,0,12.4,0,37781,14657
180000,80.3,3,3,5,50,5,0,0,0,9.5,1,35182,10130
113400,63,3,2.55,12,41,4,0,0,0,7,0,49631,14525
97000,62.4,2,2.78,22,34,1,0,0,0,11.2,0,34463,11879
83800,50,3,2.5,5,35,4,0,0,0,7.5,0,45304,18875
79000,39,1,2.75,14,16,11,0,0,0,12,2,50737,15776
85800,45.8,2,2.57,9,28.4,5,0,0,0,7,1,36913,13827
137980,51,1,2.5,25,22,6,0,0,0,11,0,35265,11242
144800,60,2,2.55,10,32,7,0,0,0,8.4,5,43803,10584
132000,57.5,2,2.6,24,33.2,16,0,0,0,9.3,2,36190,11389
61000,30.8,1,2.5,9,18,7,0,0,0,6,0,45341,16603
290000,65.8,2,3,5,38.3,5,0,0,0,9.1,0,22720,3985
182000,92,4,2.5,10,56,10,0,0,0,18,1,34046,14348
131000,80,2,2.75,23,36,20,0,0,0,11,2,34967,14640
181600,100.2,3,3.2,4,61.3,4,0,0,0,12.7,0,24403,4971
99000,52,1,2.6,9,19.3,7,0,0,0,16.2,1,41832,10003
110000,58,3,2.6,9,41,2,1,0,0,7,5,28632,13261
94000,60,3,2.57,9,37.3,4,0,0,0,7,1,34589,12622
256000,110,4,2.72,5,84.5,5,0,0,0,7.7,0,19775,2356
104000,55,3,2.7,9,39,1,0,0,0,6.1,0,35102,12017
112000,31.5,1,2.5,5,18.3,1,0,0,0,5.6,0,39240,8499
124000,55,2,2.9,5,34,5,0,0,0,8.23,0,32032,4580
340000,177.8,5,3.2,6,116.2,5,0,0,0,19.1,0,21583,1211
70000,33,1,2.5,12,17.4,12,0,0,0,6.2,2,45996,18720
81000,35.5,1,2.55,26,17.3,17,0,0,0,8.2,1,15238,13354
120000,58.2,2,2.5,10,32.9,6,0,0,0,9.3,2,18496,17499
126000,81.2,3,2.8,10,49.1,7,0,0,0,11,2,35926,16228
185669.36,66.5,2,2.7,13,34.2,4,0,0,0,15.2,2,37412,8370
170000,125,4,3.5,6,95,3,0,0,0,8,0,20851,658
58000,44.9,2,2.5,5,27.5,5,0,0,0,5,0,46564,16084
79000,43.5,2,2.5,12,28.7,8,0,0,0,6.6,0,24007,11577
146000,60.6,2,2.7,25,32.2,4,0,0,0,10,2,46530,15541
81000,29.6,1,2.5,12,15.7,3,0,0,0,6.6,0,40157,11860
80600,34,1,2.75,24,18,7,0,0,0,10,0,33331,14495
108000,60,3,2.5,9,42.5,2,0,0,0,6.3,1,14864,16715
52000,28.9,1,2.5,5,15.8,3,0,0,0,5.5,1,21460,23172
66000,38,1,2.5,9,18,3,0,0,0,8,0,15683,14479
88000,43,2,2.55,5,28,2,0,0,0,6,0,11212,12045
139800,80.9,3,2.65,5,49.7,4,0,0,0,11,4,47362,25925
60000,21.9,1,2.5,8,11.4,1,0,0,0,5.3,0,11642,12613
171000,83,3,3.15,4,44.5,4,0,0,0,10.4,0,23712,4204
109800,40.2,1,2.8,25,19.2,15,0,0,0,10.3,0,35218,12142
250000,109,3,2.6,12,47.6,4,0,0,0,21.7,0,36720,12242
107000,41.2,2,2.8,6,27.3,1,0,0,0,7.5,0,24733,3062
147000,53,1,3,23,20.1,17,0,0,0,13.3,0,40841,12544
142000,103,3,2.7,4,58,4,0,0,0,14,0,24395,4647
86000,61.8,3,2.5,9,43.1,4,0,0,0,6.3,2,44827,18398
142000,95.6,4,2.65,12,63.3,3,0,0,0,15,2,19719,21431
440000,110,2,3.2,5,66,4,0,0,0,13,0,23192,2102
82000,33.5,1,2.65,17,15,13,0,0,0,7.1,0,35452,15458
97000,39,1,2.67,12,20,3,0,0,0,7.8,0,36774,12407
109900,52,2,2.65,9,31.6,9,0,0,0,7,1,29288,6660
87000,44.5,2,2.51,5,27.1,5,0,0,0,6.9,0,35675,10849
127000,71.6,3,2.5,9,48.2,9,0,0,0,7.6,1,50957,16285
84000,47,2,2.5,9,30,3,0,0,0,5.8,2,17486,15827
119800,51,2,2.6,10,29.3,9,0,0,0,8,2,33673,13975
240000,136.5,5,3.45,5,96,3,0,0,0,10,1,23833,4401
116000,53,2,2.5,9,32,3,0,0,0,8.3,0,16949,12995
106000,57,3,2.5,5,36,2,0,0,0,5.5,1,10478,10137
139800,43,1,2.75,16,20,11,0,0,0,13,2,30054,7426
119000,45,1,2.9,17,19.4,17,0,0,0,11.5,2,39197,12373
87000,59,3,2.5,5,45,4,0,0,0,7,2,20890,15696
81000,39,1,2.65,12,20,5,0,0,0,8.3,0,33549,14648
429060.08,156.4,4,2.75,13,101.82,13,0,0,0,16.38,0,30775,3953
75000,46,2,2.56,9,28,7,0,0,0,7,0,32858,12451
99960,64,3,2.55,16,41,10,0,0,0,7,2,13943,12739
80000,42,1,2.55,14,21,10,0,0,0,7.4,2,28114,13833
110000,52,2,2.65,12,29.7,4,0,0,0,8.1,0,35667,12582
119800,51,2,2.54,10,30.4,6,0,0,0,9,1,34018,14320
258000,100,3,3,17,53,14,0,0,0,23,2,39140,10364
108000,49.6,2,2.66,12,30.1,12,0,0,0,7.2,4,27880,12138
65000,42,3,2.55,5,30,3,0,0,0,5.5,0,17218,17126
154000,97,3,3,5,54,4,0,0,0,18,0,24713,3042
75000,44,2,2.53,5,29.7,4,0,0,0,7.1,0,42086,14589
121500,55,2,3,7,36,6,0,0,0,9,0,38597,9716
136000,74.8,3,2.5,9,45,4,0,0,0,17,0,43713,16217
158000,45,1,2.75,9,18,3,0,0,0,12,1,32551,4599
254000,104,3,2.7,22,60,7,0,0,0,16,1,11596,13277
98000,49.9,2,2.5,9,27,5,0,0,0,9.8,1,13895,13960
91000,50,2,2.6,9,30.2,8,0,0,0,7,1,13413,16005
96000,37,1,2.7,23,16,5,0,0,0,11.6,2,9655,13255
93800,49.9,2,2.5,9,30.4,5,0,0,0,9.3,0,28275,11357
146000,67.2,3,2.65,6,41.7,3,0,0,0,8.2,2,37473,12995
100000,58.1,3,2.6,5,38.2,4,0,0,0,5.5,1,18503,17505
168980,77.4,2,3,16,40.1,3,0,0,0,15.4,5,37434,8460
83800,45.8,2,2.5,5,28.9,5,0,0,0,6.3,0,42433,14936
151000,89,4,3.25,6,61,3,0,0,0,13,0,26009,3369
168000,87.6,4,3,6,51.2,2,0,0,0,9.2,0,19475,4230
216000,76.6,2,4,17,60,11,0,0,0,15,0,34939,10841
215760,75,2,2.7,24,30,20,0,0,0,24.8,2,12747,12998
124200,52.3,2,2.5,9,28.3,1,0,0,0,7,2,50136,15502
190000,93,3,3.05,15,56.8,3,0,0,0,10.4,0,18518,14636
164000,88.8,3,3.3,5,48,4,0,0,0,12,0,22271,3536
83000,33.6,1,2.6,12,17.5,10,0,0,0,7.2,0,50823,14886
110000,63,3,2.7,16,41.2,1,0,0,0,7.2,0,14809,13606
198000,139,4,3.2,4,98,2,0,0,0,14,0,26120,4967
89000,41,1,2.55,10,20,8,0,0,0,11.4,1,36652,15131
104400,50.4,2,2.65,12,31.6,4,0,0,0,9,0,10004,12123
196000,83.4,3,2.5,13,47,8,0,0,0,12,1,18172,11791
171000,44,1,2.8,14,12,4,0,0,0,21.2,0,31842,5693
199880,80.8,3,3.3,5,52.3,4,0,0,0,16,0,22567,3832
101980,61,3,2.64,9,39,8,0,0,0,8,0,33521,11218
130000,76,3,2.65,16,47,2,0,0,0,15,0,31825,12334
98000,43,1,2.75,14,17.6,3,0,0,0,10.5,2,33849,11747
120000,30.3,1,3.15,19,14.2,5,0,0,0,8.5,1,18748,4341
130000,56,2,3,5,36,3,0,0,0,8,0,36656,9393
420000,150,4,3,5,72,4,0,0,0,25,1,15036,14795
103000,53,2,2.57,9,32,7,0,0,0,9,0,20050,21762
171000,77,3,3,5,54.6,2,0,0,0,8.9,0,24825,4392
95000,38,1,2.65,9,18,6,0,0,0,10,0,29396,6768
115000,61,2,2.6,10,35,5,0,0,0,8.5,2,14433,13229
139980,71,3,2.7,10,43,2,0,0,0,13,2,24119,11689
63000,31,1,2.55,5,18,4,0,0,0,6,1,15348,8229
109000,64,2,2.75,23,34,20,0,0,0,10.5,2,22131,17459
190000,100,4,3,6,45.5,3,0,0,0,16,0,20454,2184
135000,66.7,2,3,4,41.6,2,0,0,0,10.1,0,19685,3304
166000,60,2,3.15,7,32,3,0,0,0,12.5,0,18748,4341
103800,61.7,3,2.5,9,43.4,7,0,0,0,6.3,0,47433,16723
77800,32.2,1,2.5,9,17.8,1,0,0,0,6.2,0,51535,16919
124000,67.7,2,2.8,5,38,5,0,0,0,8.5,0,21092,3720
78000,37.6,1,2.75,24,16,18,0,0,0,10,2,22306,17634
550000,201,7,3.2,5,130,2,0,0,0,17,0,24383,5647
130000,52,2,2.7,16,32.6,12,0,0,0,10,0,35712,12627
133800,50.6,2,3.1,5,40,5,0,0,0,8,0,21580,1825
102000,39.1,1,2.7,18,19.2,9,0,0,0,9.9,2,16600,15134
940000,150,4,3.7,6,58,5,0,0,0,75,1,16085,7616
82000,48,2,2.8,23,26,18,0,0,0,8.3,1,22318,17646
130000,59.2,3,2.5,12,39,9,0,0,0,7.6,0,12497,13041
54000,22.7,1,2.5,9,12.5,7,0,0,0,5,1,11983,11736
89800,47.8,2,2.57,12,31,8,0,0,0,8.1,1,17075,16077
74000,38.8,1,2.65,12,16.3,4,0,0,0,10.3,0,19689,21401
62000,33.4,1,2.5,9,20.4,5,0,0,0,5.6,0,41055,13558
184000,98,4,3.5,6,57.3,2,0,0,0,15.9,0,31215,4194
137800,83.4,2,2.7,16,44.8,7,0,0,0,15.3,1,36897,10647
157000,80,3,2.65,16,47,11,0,0,0,15,0,20558,22271
103200,69,3,2.5,9,42.2,2,0,0,0,7.7,0,47632,15812
114500,65,3,2.65,9,46.6,1,0,0,0,6.3,2,36369,10726
127800,70.9,3,2.9,5,48.1,1,0,0,0,8.8,0,26319,5021
72000,46.1,2,2.6,5,32,1,0,0,0,7,0,32472,9550
67000,34,1,2.5,9,19,4,0,0,0,7.2,2,48690,16528
80000,30,1,2.65,9,17,8,0,0,0,6,1,36587,9858
75000,37,1,2.55,16,18,2,0,0,0,7,1,33905,13086
79900,33.9,1,2.55,17,15.9,7,0,0,0,9.8,1,13172,11969
199800,57,2,3.2,6,36.2,6,0,0,0,5.8,1,11247,8488
88000,46.22,2,2.57,5,31.6,2,0,0,0,6.8,0,21651,13597
660000,180,3,2.9,9,86,8,0,0,0,24,4,25689,4264
162000,60,2,3.1,23,31,10,0,0,0,13,1,7294,13509
92000,52.2,2,2.5,9,27.3,6,0,0,0,8,0,39650,12553
145000,62.3,3,2.55,9,39.9,4,0,0,0,9.8,0,28529,14247
75800,49,2,2.55,9,29,6,0,0,0,7.2,2,31912,12504
259000,105.2,3,2.8,25,64,5,0,0,0,13,0,40584,12398
358000,95,2,3,7,48,4,0,0,0,14,0,36998,9189
192000,82.4,3,2.56,17,44,16,0,0,0,10,0,36388,13302
67000,44,2,2.5,9,27,7,0,0,0,6.33,2,15782,15686
118000,70.2,2,2.7,10,40.6,2,0,0,0,10.4,0,33682,14781
172000,64.3,2,2.8,24,36.8,4,0,0,0,12.8,2,11627,13073
76800,46.2,2,2.4,9,28.5,4,0,0,0,7.1,0,16165,16073
126000,53.4,2,3,5,33.8,5,0,0,0,7.9,0,40900,9592
396364.6,135.5,3,3.1,16,81.66,10,0,0,0,13.77,0,37407,8434
134000,54.3,2,2.5,9,29,2,0,0,0,7,0,49278,15103
151000,42.8,1,2.5,25,21.4,2,0,0,0,12,0,17467,12318
97800,44.5,2,2.5,5,30.5,2,0,0,0,5.5,1,14664,12446
79800,31,1,2.53,26,15.4,26,0,0,0,11.5,1,49058,14883
148000,79.8,3,2.6,10,49.1,1,0,0,0,10.9,0,12534,12447
64000,31.9,1,2.5,9,15,6,0,0,0,8,0,42171,10993
300000,78,4,2.8,5,58,5,0,0,0,6,0,23647,1500
154000,87,3,3.08,5,59.4,4,0,0,0,11.2,0,21439,5889
129000,63,3,2.6,9,40,8,0,0,0,10,0,18794,10326
126000,60.6,2,2.78,16,35.4,3,0,0,0,10.7,0,10841,12458
114000,64,3,2.55,15,37.5,12,0,0,0,10.2,0,16708,15711
290000,259.6,5,2.81,17,148.6,16,0,0,0,15.4,0,39408,11111
96000,42,2,2.6,9,25.6,6,0,0,0,8.8,1,14798,13339
1198282.48,274.65,6,3,8,159.5,7,0,0,0,21.1,1,27124,7463
78000,46.5,2,2.5,9,29.8,6,0,0,0,6.2,0,51489,17158
125000,67,3,3,2,46,1,0,0,0,7,0,23002,6693
99000,42,1,2.78,16,20.2,16,0,0,0,12.4,2,44881,17385
103000,45.3,2,2.5,5,30.1,3,0,0,0,6.4,0,28550,7489
87980,45,2,2.5,5,28,2,0,0,0,10,0,27793,8501
220000,81,3,3,11,47,4,0,0,0,16,2,31744,4836
65000,34,1,2.8,23,16,21,0,0,0,8.5,2,21460,16788
60000,33,1,2.5,9,17,1,0,0,0,8.5,0,16755,15758
76000,45.3,2,2.6,5,28,5,0,0,0,7,0,45361,18085
115000,70,3,2.55,9,41,5,0,0,0,9,2,38278,13175
152000,69.8,2,2.8,7,35.5,7,0,0,0,16.8,1,17950,16952
218000,83.8,3,3.2,5,30,4,0,0,0,25,0,25729,4523
132570,49.1,1,3.1,16,17.82,3,0,0,0,12.11,0,37434,8460
77800,33.2,1,2.5,9,17.6,3,0,0,0,8.4,0,31380,12453
106000,38.5,1,2.5,15,20,13,0,0,0,8.5,1,31118,7257
128800,47.5,1,2.7,11,22.4,3,0,0,0,15,0,31061,5377
75800,45.1,2,2.5,5,28.7,2,0,0,0,5.4,1,15001,12783
387098.96,141.3,3,2.75,9,79.74,6,0,0,0,20.24,0,17294,7945
284400,72.83,2,2.75,20,34.760002,9,0,0,0,13.38,2,39204,10430
123000,70.2,3,2.65,12,44.7,9,0,0,0,8,0,32586,11660
72000,32,1,2.58,15,17.5,2,0,0,0,6.5,0,36102,9906
317800,178,6,3.7,5,123.6,5,0,0,0,22.1,1,27046,5749
179800,97,4,3.1,2,57.35,2,0,0,0,9,0,22530,9997
310000,107,3,4.2,6,60,3,0,0,0,25,0,22148,4291
286000,250,5,2.5,17,119,16,0,0,0,21,0,39441,11144
84000,39.9,1,2.75,14,20.8,8,0,0,0,7.5,0,44545,14124
98000,54,2,2.65,16,32.1,1,0,0,0,11,0,37970,12868
57000,30,1,2.5,5,17,1,0,0,0,5.5,0,13183,14007
112000,62,3,2.6,9,44.1,6,0,0,0,6.3,2,30108,7480
99800,44.6,1,2.86,16,20,13,0,0,0,8,2,12642,10335
107000,60.1,3,2.5,9,43.1,2,0,0,0,6.2,0,47930,16240
78000,42,1,2.8,17,16,13,0,0,0,12,0,17131,15927
134000,75.1,2,3.2,5,44.6,5,0,0,0,11.6,0,19314,3411
167400,73,2,2.65,15,38.3,14,0,0,0,11.9,2,12378,14969
156980,79.6,3,2.67,12,47.5,9,0,0,0,14.8,2,38226,13123
193692.38,85.5,3,2.7,10,45.3,4,0,0,0,15.1,0,23609,5299
225000,95,3,2.7,24,50,17,0,0,0,16.4,2,33249,10804
170000,64.4,2,2.8,16,36,4,0,0,0,12,0,33592,14691
126000,51,2,2.8,16,37,7,0,0,0,10,2,20906,15616
108000,53,2,2.75,12,29.4,4,0,0,0,6,0,33138,10904
2487000,248.7,4,3.4,9,131,4,0,0,0,23,0,21946,2242
103000,37.7,1,2.7,24,19,22,0,0,0,10,2,11425,13107
110000,57.4,2,2.7,9,32,7,0,0,0,10,1,13711,12507
159800,60,2,3,16,31,10,0,0,0,12,0,38642,12548
240000,98,3,3.4,2,68,2,0,0,0,10,0,21849,1325
147500,67.8,3,2.5,10,43.7,10,0,0,0,8.2,0,45510,16601
126000,60,2,2.78,17,31.2,11,0,0,0,13.9,1,17101,17110
88669.68,60.7,2,2.75,24,32,17,0,0,0,11.9,0,22212,17399
71000,30.6,1,2.51,9,15.6,5,0,0,0,8,0,35841,9841
140000,57,2,2.5,10,35,3,0,0,0,13,2,48727,16655
93000,34.8,1,2.5,9,13.9,1,0,0,0,11.2,0,12384,12296
146000,58,1,2.5,14,20,5,0,0,0,28,2,28982,7921
170000,72,2,2.75,16,38.6,15,0,0,0,16.2,0,51443,13370
108000,54.7,3,2.55,5,37.4,2,0,0,0,6.3,0,26798,13502
81000,36.87,1,2.5,14,21.5,12,0,0,0,7.63,2,45684,19255
72000,50.2,2,2.54,9,30.900002,6,0,0,0,6.2,1,41786,10666
314976,115.8,3,2.73,20,62.75,9,0,0,0,16.25,0,39357,10581
153600,52.3,2,2.7,21,28.1,12,0,0,0,10.5,2,36579,9092
116800,58.5,3,2.7,10,54.5,8,0,0,0,7.1,1,26190,13893
186000,76,2,2.7,15,33.9,11,0,0,0,11.6,1,13793,12526
67000,35.3,1,2.7,14,20,5,0,0,0,7.5,1,12456,12368
74000,37,1,2.6,15,19,2,0,0,0,9,1,13783,12580
97600,51.7,2,2.58,9,30.9,7,0,0,0,9.2,1,34441,13587
500000,134,7,3.29,6,104,2,0,0,0,11.2,0,25257,6060
210352.62,95.5,3,2.7,9,50.1,6,0,0,0,17.4,0,23604,5294
107000,47.8,2,2.6,16,29,15,0,0,0,8,2,50601,15352
271600,65.7,2,2.6,15,37,2,0,0,0,15,0,27179,5881
86000,40.6,1,2.7,16,20.1,2,0,0,0,10.6,0,32775,13874
98000,45.5,2,2.5,9,26.9,3,0,0,0,6.3,2,36320,9002
100000,43,1,2.6,17,17.2,4,0,0,0,10.1,1,15114,12702
460000,171,4,2.85,12,86,8,0,0,0,21.2,0,38366,7625
99200,40,1,2.75,25,16.7,16,0,0,0,9.8,0,22751,15365
192000,94.6,4,3,7,60.3,2,0,0,0,15.2,0,27127,5829
307979.84,139.2,3,2.75,24,79.42,6,0,0,0,16.5,0,17294,7945
112000,65.5,3,2.55,9,45.7,3,0,0,0,7,2,13413,16005
72000,34.2,1,2.5,9,17.7,5,0,0,0,9,0,14185,15179
178000,50.6,2,2.5,7,8,3,0,0,0,31,0,12771,8301
72000,46,2,2.5,5,30,5,0,0,0,6,1,19189,18192
110000,58.2,3,2.57,9,37.2,8,0,0,0,6.9,1,34589,12622
418000,160.4,5,2.8,12,90.6,7,0,0,0,22.3,0,16619,15159
182000,111,6,2.75,3,84.5,3,0,0,0,10.2,0,21984,1902
115000,42,1,2.7,25,20,17,0,0,0,12,0,46530,15541
599980,118,3,3.2,8,84,3,0,0,0,12,0,32537,6589
235360,60,2,2.8,5,32.8,2,0,0,0,20,0,24372,1530
62000,42,1,2.7,25,30.4,17,0,0,0,9.5,2,28036,13754
79800,46,2,2.6,5,30,4,0,0,0,6,1,41147,11330
108000,40.8,2,2.5,9,23.4,1,0,0,0,7,0,29782,7154
125000,58.2,2,2.7,23,32.2,18,0,0,0,12.5,1,22131,17459
138000,89,3,2.6,12,57.8,6,0,0,0,11,0,36472,13251
243200,146.8,3,2.7,16,128,6,0,0,0,18.8,0,37310,9782
186000,67,3,3.1,5,46,2,0,0,0,8.3,0,12729,7889
130000,80,3,2.7,16,47.4,1,0,0,0,15,0,51811,15766
102000,50,2,2.5,9,32,4,0,0,0,8,1,13583,16174
239980,96,3,2.8,16,51.1,12,0,0,0,25,2,51140,15250
219600,99.4,3,2.7,16,51.6,3,0,0,0,15.6,0,35196,13266
314000,57.7,2,3,20,37.3,5,0,0,0,6.3,2,27641,4598
80000,46,2,2.5,5,30,1,0,0,0,7.5,0,40956,13459
80000,26,1,2.6,14,20,7,0,0,0,8,1,31832,8911
72000,45,2,2.5,5,28.7,3,0,0,0,5.5,1,12592,11154
116600.14,88.9,3,2.7,21,49.9,10,0,0,0,14.7,0,21793,17121
291000,99.48,3,2.8,25,52.02,14,0,0,0,13.26,1,33917,15016
131000,79,4,2.6,9,55.3,6,0,0,0,10,1,49666,16010
56000,31,1,2.5,5,17,5,0,0,0,5.6,0,19039,15058
122800,76,2,2.8,25,33,1,0,0,0,15,0,30635,11299
77800,39,1,2.6,12,20,2,0,0,0,8.5,0,35318,15620
87800,45,2,2.65,5,30,2,0,0,0,7.2,0,15330,13871
110000,43.4,1,2.79,25,20.7,20,0,0,0,10.7,2,33386,14234
230000,114.8,3,3,6,62.2,6,0,0,0,16.1,0,26980,5096
101980,47,2,2.55,9,30,3,0,0,0,8.3,1,15910,11015
135200,70.5,3,2.65,16,42.4,10,0,0,0,10.8,0,36382,11581
84000,33.5,1,2.5,9,17.3,4,0,0,0,8,0,45204,17928
58800,38,1,2.6,9,18,7,0,0,0,6.5,0,20011,19014
74000,38.8,1,2.7,16,20.2,13,0,0,0,10.2,0,14809,13606
67800,30.9,1,2.5,5,16.4,3,0,0,0,6.2,1,27087,8066
100000,50.5,2,2.53,9,30.3,7,0,0,0,7.1,0,29952,13549
157000,52,1,2.5,15,20.2,13,0,0,0,14.6,0,36353,11936
150000,67,2,2.7,10,36,8,0,0,0,14,1,33707,12319
99000,60.7,3,2.65,9,39.3,1,0,0,0,15,0,26890,12430
101000,49,1,2.8,16,22.4,13,0,0,0,13.5,0,20866,22578
90000,41,1,2.7,10,19,5,0,0,0,11,0,13858,15902
206000,80,3,2.75,18,32,5,0,0,0,32,2,36410,14528
126000,70,3,2.7,14,42,6,0,0,0,12,0,36223,16525
199800,90,3,3.1,6,76.4,6,0,0,0,43.4,3,33358,13171
154000,54,2,3.2,4,30,3,0,0,0,15,0,22755,2297
102000,36,1,2.6,25,18,22,0,0,0,9,0,36688,11841
230000,68.5,2,3.35,6,50,5,0,0,0,15,0,23568,1898
78000,28.6,1,2.77,5,16.1,1,0,0,0,6,0,24897,5464
154000,73,3,2.65,12,45,8,0,0,0,24,0,32782,11857
92000,39,1,2.65,16,16.5,7,0,0,0,10.3,2,34324,14192
118000,56,2,3.2,5,36,2,0,0,0,8,0,26624,5472
89900,51.8,2,2.5,9,32.2,6,0,0,0,7.9,1,47677,16136
100000,43,2,2.6,5,28,2,0,0,0,6.5,0,44440,10082
88000,45,1,2.75,18,20,2,0,0,0,9,0,43269,13145
240000,91.8,3,2.8,20,68,6,0,0,0,19,0,39771,8672
138000,91,4,2.6,15,51,12,0,0,0,13.3,2,48333,17275
93900,51,2,2.7,9,28,7,0,0,0,9.6,1,29521,10736
158000,69,3,2.6,10,40,9,0,0,0,10,2,38128,13650
90000,31,1,2.85,6,11,3,0,0,0,12,0,33090,6145
59800,26,1,2.4,6,16.2,2,0,0,0,5,0,13185,9466
75000,45.69,2,2.54,5,28.9,3,0,0,0,6.4,0,35710,10216
100000,42.4,2,2.7,9,26,5,0,0,0,8.2,2,44474,11110
86000,46,2,2.5,5,30,2,0,0,0,6.4,1,27216,8195
104000,36,1,2.8,6,17,2,0,0,0,8,2,34071,12184
103000,34.6,1,2.7,25,17.2,4,0,0,0,9.1,0,34947,14816
152000,83.8,3,2.9,5,57.3,3,0,0,0,8.6,1,15689,6575
150000,73.1,2,2.6,17,35.8,2,0,0,0,10.5,0,37443,12964
106000,41.8,1,2.8,25,21.3,9,0,0,0,12.3,2,44382,16921
87800,45,2,2.5,5,32,1,0,0,0,5.5,0,14117,15195
63000,31.2,1,2.5,5,18,2,0,0,0,7,0,42099,14603
91500,47.65,1,2.8,18,18.3,13,0,0,0,13.6,5,18396,16275
97980,57,2,3,9,32,7,0,0,0,10,0,19180,12874
162000,75.4,3,2.75,12,47.9,11,0,0,0,9.4,0,14727,16771
312000,126.2,3,3.24,6,47.8,5,0,0,0,41.3,0,37288,8205
1080000,145.9,3,2.85,20,83.8,13,0,0,0,20.8,0,26402,5249
129000,63,2,2.75,25,31,5,0,0,0,12,0,37091,11184
66000,32.5,1,2.55,9,18,1,0,0,0,6.2,0,14868,15861
140000,69.3,3,2.97,17,40,13,0,0,0,11.4,1,33457,14480
80000,42.1,2,2.5,8,28.1,8,0,0,0,6.9,0,11852,11778
500000,88.7,2,3,7,25.1,4,0,0,0,36.4,0,24295,4862
73600,32.3,1,2.54,21,14.1,5,0,0,0,9.7,1,43250,11020
91000,49.4,2,2.5,9,30.1,5,0,0,0,7.9,0,49587,16425
118000,65.3,3,2.55,9,42.7,8,0,0,0,10,2,28410,12932
169800,60.2,2,2.75,18,30.1,12,0,0,0,12.1,0,32036,8175
400000,140,4,2.7,13,70,6,0,0,0,24.4,0,28801,6173
86000,49.2,3,2.5,5,34.3,5,0,0,0,7.2,0,48992,16972
92000,51,2,2.55,9,31,2,0,0,0,8.5,1,12011,13252
230000,149,5,3.25,5,102,5,0,0,0,20,1,25010,3865
87000,44.8,2,2.5,5,26.3,3,0,0,0,5.5,0,17517,15904
159200,68.1,3,2.55,10,41.9,7,0,0,0,9.2,0,13341,15932
110000,54.1,2,2.5,9,30.3,2,0,0,0,7.2,2,30922,8294
162000,65.1,3,2.6,16,38.7,12,0,0,0,9.4,5,51806,14153
284000,121.5,5,3.3,6,90,4,0,0,0,13.7,0,25682,4256
176400,89.3,4,2.74,2,53,2,0,0,0,9.9,0,22531,2021
199600,76,3,3.5,5,55,4,0,0,0,8,0,22699,4412
1000000,145,5,2.75,9,72,8,0,0,0,26,0,31458,4619
93600,41.5,1,2.55,5,21.9,3,0,0,0,6.2,1,10504,12121
69600,30,1,2.6,5,17,2,0,0,0,6,0,35995,9538
247000,82.2,3,2.8,16,50.8,3,0,0,0,11.6,0,16954,14786
97800,42,1,2.76,25,18,15,0,0,0,11,2,33793,13662
70800,44.2,2,2.5,5,28.7,2,0,0,0,5.3,0,11900,10643
149000,106.7,4,2.8,5,70.5,1,0,0,0,16.5,0,22481,2733
130000,75.4,3,2.7,14,45.2,10,0,0,0,10.3,2,13458,16050
80000,43.9,1,2.75,17,16.5,1,0,0,0,12,0,15839,14635
145800,78,3,3,5,45,1,0,0,0,12,0,24821,5389
170000,75.3,3,3.46,4,43.8,1,0,0,0,13.7,0,27262,5964
150000,72.5,1,3.95,4,33.7,4,0,0,0,14.8,0,22669,3936
190000,60.28,2,3.47,4,39.18,3,0,0,0,8,0,22150,730
218000,109,3,3,25,49,7,0,0,0,16,5,40584,12398
